name,type,ra,dec
,star,21.004044,-13.498615
,star,21.00405,52.674089
,star,21.004492,33.510938
,star,21.00465,-36.308671
,star,21.004818,61.497304
,star,21.005282,-27.343488
,star,21.005667,-11.008378
,star,21.005941,-13.334772
,star,21.005976,-51.265312
,star,21.007048,55.772202
,star,21.00769,-47.021013
,star,21.007691,19.329581
,star,21.008193,1.61022
,star,21.008243,17.364255
,star,21.009008,-83.146609
,star,21.009011,-54.919967
,star,21.009071,-5.477354
,star,21.0094,-4.730261
,star,21.009718,29.760041
,star,21.009777,-42.65564
,star,21.010032,56.302211
,star,21.010955,8.211307
,star,21.011228,-35.291896
,star,21.011308,-5.357923
,star,21.011326,-41.179161
,star,21.011941,16.063807
,star,21.012019,33.88912
,star,21.012098,17.447987
,star,21.012061,-53.73907
,star,21.012374,44.785372
,star,21.012423,9.99584
,star,21.012608,-57.671196
,star,21.012846,-15.832841
,star,21.012872,12.968021
,star,21.013615,-8.34287
,star,21.013849,46.578585
,star,21.014107,-31.232934
,star,21.014293,68.44486
,star,21.014379,-17.530898
,star,21.014645,46.383107
,star,21.014768,-36.053967
,star,21.014827,37.653106
,star,21.014902,53.197487
,star,21.014924,24.864829
,star,21.014938,15.056191
,star,21.014942,-42.144024
,star,21.01509,-32.347693
,star,21.015107,-19.917652
,star,21.015957,-42.029106
,star,21.016251,-34.137484
,star,21.017024,51.359543
,star,21.017222,-11.460511
,star,21.017254,51.384952
,star,21.017304,9.156791
,star,21.017488,-12.565996
,star,21.017583,-29.728654
,star,21.017683,-65.533866
,star,21.01779,1.034934
,star,21.017825,-28.876642
,star,21.018018,-0.768816
,star,21.018381,34.416376
,star,21.018463,-29.750107
,star,21.018801,20.608901
,star,21.018981,-13.529992
,star,21.019065,-3.44134
,star,21.019283,11.95345
,star,21.019309,52.13697
,star,21.019702,46.155773
,star,21.020183,-58.238582
,star,21.02024,36.02601
,star,21.020385,-35.184079
,star,21.020644,43.721788
,star,21.021096,-22.877528
,star,21.021517,-32.257767
,star,21.021765,10.124148
,star,21.02226,-33.54416
,star,21.022728,-47.327755
,star,21.022827,1.069682
,star,21.022842,-49.351357
,star,21.022894,-2.514007
,star,21.023255,-75.424907
,star,21.023594,-75.429028
,star,21.023612,-23.078544
,star,21.023858,-32.895607
,star,21.023921,40.61795
,star,21.023964,-57.613237
,star,21.02401,-18.917463
,star,21.024452,47.205518
,star,21.02445,-68.209593
,star,21.024662,79.295943
,star,21.024686,-15.229467
,star,21.024722,10.735935
,star,21.024909,26.731553
,star,21.025642,66.709274
,star,21.025787,-27.803351
,star,21.025866,1.504086
,star,21.026399,25.186082
,star,21.026628,-16.435656
,star,21.02692,68.163267
,star,21.027136,21.445636
,star,21.02721,63.685819
,star,21.027353,-0.477747
,star,21.027421,47.501932
,star,21.027521,-32.524476
,star,21.027905,-4.131501
,star,21.028241,28.101378
,star,21.028254,-13.508097
,star,21.028385,62.121686
,star,21.028553,-23.79929
,star,21.028593,-48.878202
,star,21.028746,29.630127
,star,21.0289,-44.518373
,star,21.029244,-26.880993
,star,21.029359,11.557857
,star,21.029849,44.18691
,star,21.030377,-33.984624
,star,21.030479,7.529837
,star,21.030575,39.260614
,star,21.030732,-36.574152
,star,21.030831,21.105423
,star,21.031234,-4.666076
,star,21.031267,-74.492448
,star,21.031408,-22.582604
,star,21.031721,49.64225
,star,21.031878,2.278715
,star,21.031902,23.665873
,star,21.03191,57.765319
,star,21.031948,57.071864
,star,21.031967,40.311136
,star,21.032024,-42.079655
,star,21.032313,27.129942
,star,21.032615,47.019414
,star,21.032844,-60.807347
,star,21.032884,13.324451
,star,21.032903,36.701054
,star,21.032956,-6.318749
,star,21.033287,-11.696272
,star,21.033503,36.969558
,star,21.033699,-71.833383
,star,21.033904,3.766066
,star,21.034696,-50.055354
,star,21.034857,-0.017645
,star,21.035131,60.908873
,star,21.035484,-21.332258
,star,21.035477,47.976146
,star,21.035834,56.669614
,star,21.03597,-50.595797
,star,21.036714,19.90089
,star,21.036807,7.179763
,star,21.036864,-43.002152
,star,21.037438,30.521926
,star,21.037451,23.089404
,star,21.037596,20.623893
,star,21.038084,33.738903
,star,21.038254,-42.997412
,star,21.038395,-52.291405
,star,21.03907,28.244735
,star,21.039155,39.509035
,star,21.03938,23.324275
,star,21.039421,37.653868
,star,21.039456,-17.310515
,star,21.039827,-27.044592
,star,21.039975,52.575815
,star,21.040056,44.79098
,star,21.040093,49.632876
,star,21.040254,-42.008806
,star,21.040401,-40.657875
,star,21.040482,-38.950807
,star,21.040528,27.807345
,star,21.040554,-12.447086
,star,21.040667,5.560342
,star,21.040873,-38.53097
,star,21.041012,17.953677
,star,21.041209,44.147176
,star,21.04135,-9.447788
,star,21.041336,-53.407345
,star,21.041393,63.16963
,star,21.041735,-63.963879
,star,21.042063,21.680866
,star,21.042066,-24.875259
,star,21.042311,35.342873
,star,21.042553,-12.512093
,star,21.042853,-15.474031
,star,21.042927,30.68567
,star,21.042994,26.157435
,star,21.043084,48.030691
,star,21.043118,-9.995621
,star,21.043363,21.691094
,star,21.043898,-30.781368
,star,21.044167,-61.880555
,star,21.044305,-50.493327
,star,21.04439,41.285857
,star,21.044509,-39.280801
,star,21.044526,11.657092
,star,21.044626,45.884772
,star,21.044776,-34.812929
,star,21.044788,26.508064
,star,21.044888,-35.314547
,star,21.045264,3.35025
,star,21.045548,31.463969
,star,21.045882,-19.248787
,star,21.045967,-51.904986
,star,21.046403,-64.29511
,star,21.046438,15.967115
,star,21.04652,11.280115
,star,21.046688,21.809973
,star,21.046838,45.84889
,star,21.046894,48.517587
,star,21.047235,38.570686
,star,21.047438,28.323413
,star,21.04837,71.514347
,star,21.04863,32.349883
,star,21.048861,28.984861
,star,21.048891,12.952162
,star,21.0489,46.27422
,star,21.049026,-29.110342
,star,21.049274,-7.321486
,star,21.049433,-38.631447
,star,21.049523,-32.588044
,star,21.049578,-41.118444
,star,21.04959,-55.927315
,star,21.049587,-63.251597
,star,21.049582,29.97938
,star,21.049888,35.037547
,star,21.049896,-0.924744
,star,21.050289,15.760523
,star,21.050498,14.730026
,star,21.05084,1.532061
,star,21.051152,1.694075
,star,21.051343,38.657415
,star,21.051581,44.804458
,star,21.051515,-19.320865
,star,21.051709,29.482279
,star,21.051853,-52.768213
,star,21.052114,-1.308571
,star,21.052384,-11.048255
,star,21.052678,25.919958
,star,21.05283,-27.731594
,star,21.053173,-7.793879
,star,21.053216,36.744132
,star,21.05334,31.99792
,star,21.053358,-58.497557
,star,21.053677,-14.831976
,star,21.053704,75.620639
,star,21.053784,-67.391588
,star,21.053922,-56.963432
,star,21.054049,-60.379391
,star,21.054175,-37.453388
,star,21.054552,7.082451
,star,21.054564,-36.756121
,star,21.054856,38.152698
,star,21.054949,-25.074172
,star,21.055027,-69.171241
,star,21.055447,50.801968
,star,21.055531,27.331525
,star,21.055574,-38.074502
,star,21.055571,-17.468694
,star,21.055588,-19.723283
,star,21.056066,18.218244
,star,21.056369,3.57013
,star,21.056617,-73.046804
,star,21.056636,-2.570798
,star,21.056658,-21.536898
,star,21.057093,-5.374711
,star,21.057241,50.351914
,star,21.058196,-1.579669
,star,21.058194,-2.322205
,star,21.058203,29.0925
,star,21.058272,23.996261
,star,21.058751,-52.889146
,star,21.059009,17.462356
,star,21.059742,-56.135881
,star,21.059813,-41.767742
,star,21.060006,81.160922
,star,21.060064,33.719565
,star,21.060129,67.243549
,star,21.060157,-39.687922
,star,21.060293,-12.849749
,star,21.06058,25.549925
,star,21.060572,15.515085
,star,21.060679,45.367935
,star,21.060794,53.963918
,star,21.061265,-6.242619
,star,21.061939,71.314273
,star,21.062077,46.86315
,star,21.062592,12.022369
,star,21.062758,-40.680432
,star,21.06279,42.278026
,star,21.063006,-68.071801
,star,21.063095,-63.48091
,star,21.063117,54.344412
,star,21.063225,53.2859
,star,21.063403,-24.322373
,star,21.063584,-40.690775
,star,21.064021,-32.513691
,star,21.064052,-19.618357
,star,21.064217,57.891702
,star,21.064285,-73.752866
,star,21.064482,41.628175
,star,21.064605,-9.903661
,star,21.064626,-62.176331
,star,21.064681,55.230297
,star,21.064745,-20.748228
,star,21.064943,46.330536
,star,21.065146,10.970719
,star,21.065597,18.734999
,star,21.065713,49.239473
,star,21.066191,-6.140311
,star,21.066412,43.592422
,star,21.066571,65.05192
,star,21.066674,-33.282773
,star,21.067097,-18.112163
,star,21.067427,-46.332789
,star,21.067496,-70.428623
,star,21.067648,14.373448
,star,21.067853,33.23334
,star,21.067979,-5.823066
,star,21.067993,-70.107907
,star,21.068248,3.98068
,star,21.06845,63.379604
,star,21.068565,-45.572324
,star,21.068645,-42.967259
,star,21.068719,2.994481
,star,21.068921,-47.960918
,star,21.068964,12.678645
,star,21.069084,-37.529054
,star,21.069315,-35.802085
,star,21.069815,22.524567
,star,21.069979,-29.148625
,star,21.070435,-18.523307
,star,21.070581,-50.435357
,star,21.07064,-54.387093
,star,21.070647,-68.214131
,star,21.070813,-27.8067
,star,21.071288,39.972255
,star,21.071308,-45.152007
,star,21.071361,9.515842
,star,21.071596,2.690116
,star,21.071664,17.493724
,star,21.071726,46.531332
,star,21.071872,37.393092
,star,21.071992,36.149262
,star,21.072232,6.278305
,star,21.072372,-42.551233
,star,21.07237,-27.531498
,star,21.072559,46.518171
,star,21.072836,31.670579
,star,21.072917,23.821687
,star,21.072997,-43.085542
,star,21.073134,-51.895498
,star,21.073233,-77.545322
,star,21.073417,-19.854991
,star,21.074125,65.020737
,star,21.07432,59.072503
,star,21.074565,-26.735085
,star,21.07534,-44.461792
,star,21.075363,8.650404
,star,21.075538,-46.255584
,star,21.075672,-39.008181
,star,21.075703,7.760158
,star,21.075812,50.784243
,star,21.0759,-36.028606
,star,21.076175,-58.933176
,star,21.076292,5.502862
,star,21.076316,52.399788
,star,21.07651,50.47047
,star,21.076624,60.256584
,star,21.077163,12.024712
,star,21.077248,-51.274029
,star,21.077615,-64.047577
,star,21.077698,58.520587
,star,21.077806,30.917938
,star,21.077993,37.163129
,star,21.078233,2.942274
,star,21.078507,41.008008
,star,21.078621,-77.023767
,star,21.078727,49.028888
,star,21.07893,-4.828898
,star,21.079164,-8.779505
,star,21.0792,3.533862
,star,21.079271,2.269771
,star,21.079453,-55.335912
,star,21.079721,42.48966
,star,21.080239,55.587921
,star,21.080393,8.840124
,star,21.080548,50.026027
,star,21.080875,61.909029
,star,21.081143,61.188977
,star,21.081167,-22.501524
,star,21.081282,12.444815
,star,21.081482,-63.507104
,star,21.081502,-16.958865
,star,21.082184,43.927852
,star,21.082381,47.86992
,star,21.082377,-44.754496
,star,21.082469,-27.201017
,star,21.082705,35.429456
,star,21.083441,-66.253905
,star,21.083651,12.723158
,star,21.083954,12.722376
,star,21.083965,33.018477
,star,21.08397,-26.162456
,star,21.084149,-67.613175
,star,21.0847,-32.82617
,star,21.084951,-56.120914
,star,21.084988,18.655977
,star,21.085184,40.416338
,star,21.085542,7.945439
,star,21.085725,73.203099
,star,21.085714,-37.231383
,star,21.085914,19.601666
,star,21.086167,5.659843
,star,21.086425,26.755753
,star,21.086514,-32.34455
,star,21.0866,35.763607
,star,21.087016,-66.957864
,star,21.087273,51.151041
,star,21.08729,-54.727042
,star,21.087381,23.600414
,star,21.08772,15.030321
,star,21.088153,82.289225
,star,21.08855,33.494938
,star,21.088672,0.727094
,star,21.088703,9.169467
,star,21.088818,7.069298
,star,21.08885,28.121329
,star,21.089577,27.270607
,star,21.089786,-45.241797
,star,21.0898,64.192918
,star,21.089911,14.53987
,star,21.089864,-81.396802
,star,21.090177,-44.724236
,star,21.090588,-60.402571
,star,21.090756,5.958199
,star,21.090843,34.812101
,star,21.090922,-30.307508
,star,21.091328,37.640032
,star,21.09145,78.126392
,star,21.091671,29.096165
,star,21.091896,53.668217
,star,21.092121,-59.138374
,star,21.092117,20.727081
,star,21.092217,-4.362074
,star,21.09227,-43.521995
,star,21.092337,62.158876
,star,21.092909,60.492652
,star,21.092934,-50.144849
,star,21.093275,46.96327
,star,21.09349,29.69438
,star,21.093662,-51.84579
,star,21.093713,36.351235
,star,21.09391,16.884677
,star,21.094001,-36.354301
,star,21.094037,-14.904854
,star,21.094521,-8.397229
,star,21.094615,7.875227
,star,21.094674,26.640889
,star,21.094711,-44.949072
,star,21.095257,31.565849
,star,21.095554,47.804719
,star,21.096816,15.327217
,star,21.096837,-57.736414
,star,21.096986,30.21723
,star,21.097534,20.04112
,star,21.097703,-10.611753
,star,21.097801,39.32649
,star,21.09868,21.303668
,star,21.098755,20.946728
,star,21.098958,48.044468
,star,21.098997,4.428011
,star,21.099091,1.864314
,star,21.099118,-17.232861
,star,21.099141,45.717604
,star,21.099593,24.498591
,star,21.099636,-69.904487
,star,21.099776,69.265436
,star,21.099782,34.072442
,star,21.100143,-42.478677
,star,21.100142,62.921804
,star,21.100182,76.872869
,star,21.100317,-30.12512
,star,21.100366,76.266446
,star,21.10054,-57.592465
,star,21.100814,-61.562399
,star,21.10109,-57.1469
,star,21.101273,-52.378985
,star,21.10147,20.41641
,star,21.101725,-52.914109
,star,21.102074,-38.223268
,star,21.102297,-6.139618
,star,21.102359,41.024766
,star,21.103227,40.976913
,star,21.103453,-31.036246
,star,21.10378,-15.722424
,star,21.104195,25.720081
,star,21.104757,-48.526312
,star,21.104933,7.506958
,star,21.105121,-5.549959
,star,21.105242,28.413269
,star,21.105724,-10.381859
,star,21.105946,-37.587604
,star,21.106188,-45.591699
,star,21.106277,45.270521
,star,21.10649,71.431797
,star,21.106521,26.924362
,star,21.106645,-34.62879
,star,21.106855,-32.341618
,star,21.106936,21.635228
,star,21.107023,59.439237
,star,21.107087,-41.385965
,star,21.107127,10.779557
,star,21.107197,13.114256
,star,21.107499,32.457801
,star,21.107623,15.991581
,star,21.107685,32.453194
,star,21.108181,-68.645914
,star,21.108246,25.668783
,star,21.108401,31.184657
,star,21.10846,-11.955465
,star,21.108475,-54.956387
,star,21.109283,-0.105016
,star,21.109289,-73.790669
,star,21.109547,38.039346
,star,21.109635,-49.963966
,star,21.109746,-41.073551
,star,21.109938,54.217588
,star,21.110026,47.648403
,star,21.110245,48.627825
,star,21.110254,-41.384615
,star,21.110422,80.793556
,star,21.110482,-13.504098
,star,21.110868,-46.278041
,star,21.111032,-7.404887
,star,21.11106,-26.907133
,star,21.111067,3.803119
,star,21.111315,51.426002
,star,21.111523,-20.180264
,star,21.111947,26.557579
,star,21.112143,48.189072
,star,21.112175,-80.698094
,star,21.11253,43.78181
,star,21.112784,-1.025173
,star,21.112994,34.132271
,star,21.113785,52.004747
,star,21.113871,81.020408
,star,21.113975,76.394831
,star,21.114794,38.749415
,star,21.114243,40.31963
,star,21.11427,-23.215574
,star,21.114463,63.778411
,star,21.115163,38.742055
,star,21.114538,-0.963396
,star,21.11458,-24.652214
,star,21.11458,45.675544
,star,21.114914,-25.562451
,star,21.115268,59.889828
,star,21.115341,4.086771
,star,21.11563,69.674597
,star,21.11588,-28.448766
,star,21.116753,-35.057141
,star,21.11725,23.581471
,star,21.117695,-23.148824
,star,21.118489,-18.701528
,star,21.118644,-60.952936
,star,21.118713,-7.75261
,star,21.118776,38.314919
,star,21.118797,-25.005853
,star,21.118986,30.595968
,star,21.11918,-43.954292
,star,21.119316,39.497073
,star,21.119403,-59.049713
,star,21.119548,-13.92293
,star,21.119711,15.401793
,star,21.120072,36.950159
,star,21.12038,47.734318
,star,21.120516,-83.924267
,star,21.120588,-38.904077
,star,21.120704,60.540306
,star,21.120777,19.709808
,star,21.120804,-38.04775
,star,21.120815,44.674081
,star,21.120942,-48.970238
,star,21.120953,-16.422623
,star,21.121071,-49.156641
,star,21.121231,68.615273
,star,21.121356,55.003673
,star,21.12153,-57.032328
,star,21.121565,37.196065
,star,21.12176,49.790399
,star,21.121958,4.141631
,star,21.122132,-57.773975
,star,21.122166,-20.499821
,star,21.122228,32.502234
,star,21.122365,52.049562
,star,21.122387,-39.261697
,star,21.122742,-0.765132
,star,21.12298,-27.291596
,star,21.12299,-31.499741
,star,21.12325,47.27752
,star,21.123524,-59.991952
,star,21.123559,45.729262
,star,21.123605,-8.164286
,star,21.123964,-8.2349
,star,21.124006,39.559583
,star,21.12424,9.295879
,star,21.124823,24.474863
,star,21.124973,-19.088253
,star,21.125094,-29.101443
,star,21.125369,-38.691418
,star,21.125799,-0.163852
,star,21.125959,63.070652
,star,21.126012,15.658657
,star,21.126443,-50.789791
,star,21.126751,51.584036
,star,21.126847,71.681812
,star,21.126848,-23.920426
,star,21.127087,-44.291778
,star,21.127129,-51.225113
,star,21.1272,14.34867
,star,21.127505,-47.319748
,star,21.127805,48.855192
,star,21.128013,68.254076
,star,21.128062,-45.769007
,star,21.128461,-2.052196
,star,21.128844,-5.565886
,star,21.128955,67.309941
,star,21.129033,-45.379469
,star,21.129082,-17.455902
,star,21.129154,-31.056778
,star,21.129366,-67.920313
,star,21.129577,-8.430435
,star,21.129673,-42.245384
,star,21.129698,71.38185
,star,21.129874,44.964259
,star,21.130093,29.756185
,star,21.130337,1.153768
,star,21.130362,-34.198573
,star,21.130457,-37.264313
,star,21.130892,-54.216518
,star,21.131073,34.374373
,star,21.131318,-12.185287
,star,21.131338,-10.211588
,star,21.13153,-56.635975
,star,21.131626,-48.940127
,star,21.131759,28.616699
,star,21.131796,1.514891
,star,21.13206,33.397011
,star,21.132214,-22.335317
,star,21.132367,7.432943
,star,21.132555,2.225094
,star,21.132613,14.673677
,star,21.132861,-15.623732
,star,21.132905,-54.740533
,star,21.133516,-62.94631
,star,21.133519,5.151617
,star,21.133625,9.362558
,star,21.133635,-46.493053
,star,21.133701,21.764613
,star,21.133806,-37.836995
,star,21.133862,25.176234
,star,21.134436,23.377181
,star,21.134554,-46.185997
,star,21.13453,-9.166934
,star,21.134814,17.107415
,star,21.135114,38.529124
,star,21.135325,-48.604535
,star,21.135413,31.421418
,star,21.135448,-37.045236
,star,21.135947,-0.989671
,star,21.136313,32.124246
,star,21.136656,-14.322035
,star,21.137039,-16.726701
,star,21.137346,35.33292
,star,21.137629,-12.880733
,star,21.138094,43.747708
,star,21.138346,53.226259
,star,21.138817,-76.317765
,star,21.139431,39.671392
,star,21.139732,13.423267
,star,21.139973,-75.980225
,star,21.140142,24.119223
,star,21.140253,5.649735
,star,21.140341,-69.233803
,star,21.140639,-14.904331
,star,21.140706,41.586185
